id;Comunidades_Autonomas;Provincias;Comarca;SAU;Superficie_HA;Cultivo;Permanota
7266;Galicia;Pontevedra;Interior;SAU al aire libre;1;2 Leguminosas y proteaginosas secas para grano;9
7267;Galicia;Pontevedra;Interior;SAU al aire libre;1;11 Otros cultivos leñosos;0
7268;Galicia;Pontevedra;Interior;SAU al aire libre;1;1 Cítricos;8
7269;Galicia;Pontevedra;Interior;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
7270;Galicia;Pontevedra;Interior;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
7271;Galicia;Pontevedra;Interior;SAU al aire libre;2;3 Frutales originarios de clima templado, de hueso;7
7272;Galicia;Pontevedra;Interior;SAU al aire libre;2;4 Frutales originarios de clima tropical y subtropical;7
7273;Galicia;Pontevedra;Interior;SAU al aire libre;4;7 Olivar;8
7274;Galicia;Pontevedra;Interior;SAU al aire libre;96;8 Viñedo;6
7275;Galicia;Pontevedra;Interior;SAU al aire libre;151;4 Cultivos cosechados en verde;6
7276;Galicia;Pontevedra;Interior;SAU al aire libre;26;Barbechos  (incluye las tierras sembradas para abono en verde);0
7277;Galicia;Pontevedra;Interior;SAU al aire libre;1745;2 Pasto intensivo;1
7278;Galicia;Pontevedra;Interior;SAU al aire libre;11;3 Pasto no utilizado a efectos de producción;1
7279;Galicia;Pontevedra;Interior;SAU al aire libre;947;1 Pasto extensivo;1
7280;Galicia;Pontevedra;Interior;SAU al aire libre;5;6 Frutales de fruto seco;7
7281;Galicia;Pontevedra;Interior;SAU en invernadero o abrigo alto accesible;4;Hortalizas, incluidos melones y fresas;9
7282;Galicia;Pontevedra;Interior;SAU al aire libre;10;Huertos para consumo propio;9
7283;Galicia;Pontevedra;Interior;SAU al aire libre;14;3 Raíces y Tubérculos;9
7284;Galicia;Pontevedra;Interior;SAU al aire libre;14;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
7285;Galicia;Pontevedra;Interior;SAU al aire libre;41;1 Cereales para grano;9
7286;Galicia;Pontevedra;Miño;SAU al aire libre;319;4 Cultivos cosechados en verde;6
7287;Galicia;Pontevedra;Miño;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
7288;Galicia;Pontevedra;Miño;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
7289;Galicia;Pontevedra;Miño;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
7290;Galicia;Pontevedra;Miño;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
7291;Galicia;Pontevedra;Miño;SAU al aire libre;0;5 Cultivos industriales;5
7292;Galicia;Pontevedra;Miño;SAU al aire libre;0;9 Otros herbáceos;0
7293;Galicia;Pontevedra;Miño;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
7294;Galicia;Pontevedra;Miño;SAU al aire libre;0;10 Árboles de Navidad;0
7295;Galicia;Pontevedra;Miño;SAU en invernadero o abrigo alto accesible;1;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
7296;Galicia;Pontevedra;Miño;SAU en invernadero o abrigo alto accesible;6;Flores y plantas ornamentales;2
7297;Galicia;Pontevedra;Miño;SAU al aire libre;3;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
7298;Galicia;Pontevedra;Miño;SAU al aire libre;12;1 Cítricos;8
7299;Galicia;Pontevedra;Miño;SAU al aire libre;8;7 Olivar;8
7300;Galicia;Pontevedra;Miño;SAU al aire libre;3;9 Viveros;5
7301;Galicia;Pontevedra;Miño;SAU al aire libre;1972;8 Viñedo;6
7302;Galicia;Pontevedra;Miño;SAU al aire libre;3;11 Otros cultivos leñosos;0
7303;Galicia;Pontevedra;Miño;SAU al aire libre;67;Barbechos  (incluye las tierras sembradas para abono en verde);0
7304;Galicia;Pontevedra;Miño;SAU al aire libre;883;2 Pasto intensivo;1
7305;Galicia;Pontevedra;Miño;SAU al aire libre;5;3 Pasto no utilizado a efectos de producción;1
7306;Galicia;Pontevedra;Miño;SAU al aire libre;602;1 Pasto extensivo;1
7307;Galicia;Pontevedra;Miño;SAU al aire libre;25;2 Frutales originarios de clima templado, de pepita;7
7308;Galicia;Pontevedra;Miño;SAU al aire libre;25;3 Frutales originarios de clima templado, de hueso;7
7309;Galicia;Pontevedra;Miño;SAU al aire libre;135;4 Frutales originarios de clima tropical y subtropical;7
7310;Galicia;Pontevedra;Miño;SAU al aire libre;9;6 Frutales de fruto seco;7
7311;Galicia;Pontevedra;Miño;SAU en invernadero o abrigo alto accesible;14;Hortalizas, incluidos melones y fresas;9
7312;Galicia;Pontevedra;Miño;SAU al aire libre;35;Huertos para consumo propio;9
7313;Galicia;Pontevedra;Miño;SAU al aire libre;80;3 Raíces y Tubérculos;9
7314;Galicia;Pontevedra;Miño;SAU al aire libre;64;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
7315;Galicia;Pontevedra;Miño;SAU al aire libre;3;2 Leguminosas y proteaginosas secas para grano;9
7316;Galicia;Pontevedra;Miño;SAU al aire libre;211;1 Cereales para grano;9
7317;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;953;7 Olivar;8
7318;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
7319;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;0;9 Otros herbáceos;0
7320;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
7321;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;0;9 Viveros;5
7322;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;0;10 Árboles de Navidad;0
7323;Castilla y León;Salamanca;Vitigudino;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
7324;Castilla y León;Salamanca;Vitigudino;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
7325;Castilla y León;Salamanca;Vitigudino;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
7326;Castilla y León;Salamanca;Vitigudino;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
7327;Castilla y León;Salamanca;Vitigudino;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
7328;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;1;4 Frutales originarios de clima tropical y subtropical;7
7329;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;1;5 Cultivos industriales;5
7330;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;1;11 Otros cultivos leñosos;0
7331;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;2;1 Cítricos;8
7332;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
7333;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;284;8 Viñedo;6
7334;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;14886;4 Cultivos cosechados en verde;6
7335;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;2792;Barbechos  (incluye las tierras sembradas para abono en verde);0
7336;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;5703;2 Pasto intensivo;1
7337;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;49;3 Pasto no utilizado a efectos de producción;1
7338;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;141820;1 Pasto extensivo;1
7339;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;17;2 Frutales originarios de clima templado, de pepita;7
7340;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;92;3 Frutales originarios de clima templado, de hueso;7
7341;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;770;6 Frutales de fruto seco;7
7342;Castilla y León;Salamanca;Vitigudino;SAU en invernadero o abrigo alto accesible;3;Hortalizas, incluidos melones y fresas;9
7343;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;5;Huertos para consumo propio;9
7344;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;10;3 Raíces y Tubérculos;9
7345;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;24;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
7346;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;440;2 Leguminosas y proteaginosas secas para grano;9
7347;Castilla y León;Salamanca;Vitigudino;SAU al aire libre;5772;1 Cereales para grano;9
7348;Castilla y León;Salamanca;Ledesma;SAU en invernadero o abrigo alto accesible;1;Hortalizas, incluidos melones y fresas;9
7349;Castilla y León;Salamanca;Ledesma;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
7350;Castilla y León;Salamanca;Ledesma;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
7351;Castilla y León;Salamanca;Ledesma;SAU al aire libre;0;9 Otros herbáceos;0
7352;Castilla y León;Salamanca;Ledesma;SAU al aire libre;0;1 Cítricos;8
7353;Castilla y León;Salamanca;Ledesma;SAU al aire libre;0;3 Frutales originarios de clima templado, de hueso;7
7354;Castilla y León;Salamanca;Ledesma;SAU al aire libre;0;4 Frutales originarios de clima tropical y subtropical;7
7355;Castilla y León;Salamanca;Ledesma;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
7356;Castilla y León;Salamanca;Ledesma;SAU al aire libre;0;9 Viveros;5
7357;Castilla y León;Salamanca;Ledesma;SAU al aire libre;0;10 Árboles de Navidad;0
7358;Castilla y León;Salamanca;Ledesma;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
7359;Castilla y León;Salamanca;Ledesma;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
7360;Castilla y León;Salamanca;Ledesma;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
7361;Castilla y León;Salamanca;Ledesma;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
7362;Castilla y León;Salamanca;Ledesma;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
7363;Castilla y León;Salamanca;Ledesma;SAU al aire libre;1;Huertos para consumo propio;9
7364;Castilla y León;Salamanca;Ledesma;SAU al aire libre;2;2 Frutales originarios de clima templado, de pepita;7
7365;Castilla y León;Salamanca;Ledesma;SAU al aire libre;9;7 Olivar;8
7366;Castilla y León;Salamanca;Ledesma;SAU al aire libre;1307;5 Cultivos industriales;5
7367;Castilla y León;Salamanca;Ledesma;SAU al aire libre;24;8 Viñedo;6
7368;Castilla y León;Salamanca;Ledesma;SAU al aire libre;7214;4 Cultivos cosechados en verde;6
7369;Castilla y León;Salamanca;Ledesma;SAU al aire libre;726;11 Otros cultivos leñosos;0
7370;Castilla y León;Salamanca;Ledesma;SAU al aire libre;3714;Barbechos  (incluye las tierras sembradas para abono en verde);0
7371;Castilla y León;Salamanca;Ledesma;SAU al aire libre;6767;2 Pasto intensivo;1
7372;Castilla y León;Salamanca;Ledesma;SAU al aire libre;412;3 Pasto no utilizado a efectos de producción;1
7373;Castilla y León;Salamanca;Ledesma;SAU al aire libre;56705;1 Pasto extensivo;1
7374;Castilla y León;Salamanca;Ledesma;SAU al aire libre;19;6 Frutales de fruto seco;7
7375;Castilla y León;Salamanca;Ledesma;SAU al aire libre;36;3 Raíces y Tubérculos;9
7376;Castilla y León;Salamanca;Ledesma;SAU al aire libre;25;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
7377;Castilla y León;Salamanca;Ledesma;SAU al aire libre;1225;2 Leguminosas y proteaginosas secas para grano;9
7378;Castilla y León;Salamanca;Ledesma;SAU al aire libre;12072;1 Cereales para grano;9
7379;Castilla y León;Salamanca;Salamanca;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
7380;Castilla y León;Salamanca;Salamanca;SAU al aire libre;0;1 Cítricos;8
7381;Castilla y León;Salamanca;Salamanca;SAU al aire libre;0;4 Frutales originarios de clima tropical y subtropical;7
7382;Castilla y León;Salamanca;Salamanca;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
7383;Castilla y León;Salamanca;Salamanca;SAU al aire libre;0;9 Viveros;5
7384;Castilla y León;Salamanca;Salamanca;SAU al aire libre;0;10 Árboles de Navidad;0
7385;Castilla y León;Salamanca;Salamanca;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
7386;Castilla y León;Salamanca;Salamanca;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
7387;Castilla y León;Salamanca;Salamanca;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
7388;Castilla y León;Salamanca;Salamanca;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
7389;Castilla y León;Salamanca;Salamanca;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
7390;Castilla y León;Salamanca;Salamanca;SAU al aire libre;2;8 Semillas y plántulas destinadas a la venta;3
7391;Castilla y León;Salamanca;Salamanca;SAU al aire libre;2;3 Frutales originarios de clima templado, de hueso;7
7392;Castilla y León;Salamanca;Salamanca;SAU al aire libre;2;11 Otros cultivos leñosos;0
7393;Castilla y León;Salamanca;Salamanca;SAU al aire libre;7;7 Olivar;8
7394;Castilla y León;Salamanca;Salamanca;SAU al aire libre;0;9 Otros herbáceos;0
7395;Castilla y León;Salamanca;Salamanca;SAU al aire libre;12517;5 Cultivos industriales;5
7396;Castilla y León;Salamanca;Salamanca;SAU al aire libre;52;8 Viñedo;6
7397;Castilla y León;Salamanca;Salamanca;SAU al aire libre;3358;4 Cultivos cosechados en verde;6
7398;Castilla y León;Salamanca;Salamanca;SAU al aire libre;12343;Barbechos  (incluye las tierras sembradas para abono en verde);0
7399;Castilla y León;Salamanca;Salamanca;SAU al aire libre;3132;2 Pasto intensivo;1
7400;Castilla y León;Salamanca;Salamanca;SAU al aire libre;7;3 Pasto no utilizado a efectos de producción;1
7401;Castilla y León;Salamanca;Salamanca;SAU al aire libre;21406;1 Pasto extensivo;1
7402;Castilla y León;Salamanca;Salamanca;SAU al aire libre;5;2 Frutales originarios de clima templado, de pepita;7
7403;Castilla y León;Salamanca;Salamanca;SAU al aire libre;57;6 Frutales de fruto seco;7
7404;Castilla y León;Salamanca;Salamanca;SAU en invernadero o abrigo alto accesible;5;Hortalizas, incluidos melones y fresas;9
7405;Castilla y León;Salamanca;Salamanca;SAU al aire libre;3;Huertos para consumo propio;9
7406;Castilla y León;Salamanca;Salamanca;SAU al aire libre;2786;3 Raíces y Tubérculos;9
7407;Castilla y León;Salamanca;Salamanca;SAU al aire libre;173;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
7408;Castilla y León;Salamanca;Salamanca;SAU al aire libre;5127;2 Leguminosas y proteaginosas secas para grano;9
7409;Castilla y León;Salamanca;Salamanca;SAU al aire libre;64538;1 Cereales para grano;9
7410;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;30;9 Viveros;5
7411;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
7412;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
7413;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;0;9 Otros herbáceos;0
7414;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;0;1 Cítricos;8
7415;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;0;3 Frutales originarios de clima templado, de hueso;7
7416;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;0;4 Frutales originarios de clima tropical y subtropical;7
7417;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;0;7 Olivar;8
7418;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;0;10 Árboles de Navidad;0
7419;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
7420;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
7421;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
7422;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
7423;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
7424;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;1;11 Otros cultivos leñosos;0
7425;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;2;2 Frutales originarios de clima templado, de pepita;7
7426;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;4299;5 Cultivos industriales;5
7427;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;21;8 Viñedo;6
7428;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;2158;4 Cultivos cosechados en verde;6
7429;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;13164;Barbechos  (incluye las tierras sembradas para abono en verde);0
7430;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;2952;2 Pasto intensivo;1
7431;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;10;3 Pasto no utilizado a efectos de producción;1
7432;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;4566;1 Pasto extensivo;1
7433;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;11;5 Bayas (excluidas las fresas y bayas silvestres);7
7434;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;135;6 Frutales de fruto seco;7
7435;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU en invernadero o abrigo alto accesible;8;Hortalizas, incluidos melones y fresas;9
7436;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;2;Huertos para consumo propio;9
7437;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;2045;3 Raíces y Tubérculos;9
7438;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;66;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
7439;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;3155;2 Leguminosas y proteaginosas secas para grano;9
7440;Castilla y León;Salamanca;Peñaranda de Bracamonte;SAU al aire libre;53730;1 Cereales para grano;9
7441;Castilla y León;Salamanca;Fuente de San Esteban;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
7442;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;0;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
7443;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
7444;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
7445;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;0;9 Otros herbáceos;0
7446;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;0;1 Cítricos;8
7447;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;0;2 Frutales originarios de clima templado, de pepita;7
7448;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;0;4 Frutales originarios de clima tropical y subtropical;7
7449;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
7450;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;0;9 Viveros;5
7451;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;0;10 Árboles de Navidad;0
7452;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;0;11 Otros cultivos leñosos;0
7453;Castilla y León;Salamanca;Fuente de San Esteban;SAU en invernadero o abrigo alto accesible;0;Hortalizas, incluidos melones y fresas;9
7454;Castilla y León;Salamanca;Fuente de San Esteban;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
7455;Castilla y León;Salamanca;Fuente de San Esteban;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
7456;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;0;3 Raíces y Tubérculos;9
7457;Castilla y León;Salamanca;Fuente de San Esteban;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
7458;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;1;3 Frutales originarios de clima templado, de hueso;7
7459;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;1;6 Frutales de fruto seco;7
7460;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;1;Huertos para consumo propio;9
7461;Castilla y León;Salamanca;Fuente de San Esteban;SAU en invernadero o abrigo alto accesible;1;Cultivos leñosos / permanentes (incluido viveros);0
7462;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;2;8 Viñedo;6
7463;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;6;7 Olivar;8
7464;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;766;5 Cultivos industriales;5
7465;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;7982;4 Cultivos cosechados en verde;6
7466;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;5547;Barbechos  (incluye las tierras sembradas para abono en verde);0
7467;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;4360;2 Pasto intensivo;1
7468;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;53;3 Pasto no utilizado a efectos de producción;1
7469;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;91692;1 Pasto extensivo;1
7470;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;1058;2 Leguminosas y proteaginosas secas para grano;9
7471;Castilla y León;Salamanca;Fuente de San Esteban;SAU al aire libre;13768;1 Cereales para grano;9
7472;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;1770;2 Leguminosas y proteaginosas secas para grano;9
7473;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
7474;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;0;8 Semillas y plántulas destinadas a la venta;3
7475;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;0;9 Otros herbáceos;0
7476;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;0;1 Cítricos;8
7477;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;0;3 Frutales originarios de clima templado, de hueso;7
7478;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;0;4 Frutales originarios de clima tropical y subtropical;7
7479;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;0;5 Bayas (excluidas las fresas y bayas silvestres);7
7480;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;0;9 Viveros;5
7481;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;0;10 Árboles de Navidad;0
7482;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;0;11 Otros cultivos leñosos;0
7483;Castilla y León;Salamanca;Alba de Tormes;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
7484;Castilla y León;Salamanca;Alba de Tormes;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
7485;Castilla y León;Salamanca;Alba de Tormes;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
7486;Castilla y León;Salamanca;Alba de Tormes;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
7487;Castilla y León;Salamanca;Alba de Tormes;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
7488;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;1;2 Frutales originarios de clima templado, de pepita;7
7489;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;1;Huertos para consumo propio;9
7490;Castilla y León;Salamanca;Alba de Tormes;SAU en invernadero o abrigo alto accesible;1;Hortalizas, incluidos melones y fresas;9
7491;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;5;7 Olivar;8
7492;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;539;5 Cultivos industriales;5
7493;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;4;8 Viñedo;6
7494;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;5445;4 Cultivos cosechados en verde;6
7495;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;6626;Barbechos  (incluye las tierras sembradas para abono en verde);0
7496;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;2375;2 Pasto intensivo;1
7497;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;60;3 Pasto no utilizado a efectos de producción;1
7498;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;52329;1 Pasto extensivo;1
7499;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;61;6 Frutales de fruto seco;7
7500;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;536;3 Raíces y Tubérculos;9
7501;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;83;6 Hortalizas, melones y fresas (excluidas semillas y plántulas);9
7502;Castilla y León;Salamanca;Alba de Tormes;SAU al aire libre;24675;1 Cereales para grano;9
7503;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;33;7 Olivar;8
7504;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;0;7 Flores y plantas ornamentales (venta como flor cortada, excepto semillas y plántulas);3
7505;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;0;4 Frutales originarios de clima tropical y subtropical;7
7506;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;0;9 Viveros;5
7507;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;0;10 Árboles de Navidad;0
7508;Castilla y León;Salamanca;Ciudad Rodrigo;SAU en invernadero o abrigo alto accesible;0;Flores y plantas ornamentales;2
7509;Castilla y León;Salamanca;Ciudad Rodrigo;SAU en invernadero o abrigo alto accesible;0;Plantas aromáticas, medicinales y especias así como otras tierras arables;5
7510;Castilla y León;Salamanca;Ciudad Rodrigo;SAU en invernadero o abrigo alto accesible;0;Semillas y plántulas destinadas a la venta;5
7511;Castilla y León;Salamanca;Ciudad Rodrigo;SAU en invernadero o abrigo alto accesible;0;Cultivos leñosos / permanentes (incluido viveros);0
7512;Castilla y León;Salamanca;Ciudad Rodrigo;SAU en invernadero o abrigo alto accesible;0;Otros cultivos (incluidos huertos para consumo propio <100 m2);8
7513;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;1;5 Bayas (excluidas las fresas y bayas silvestres);7
7514;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;1;8 Semillas y plántulas destinadas a la venta;3
7515;Castilla y León;Salamanca;Ciudad Rodrigo;SAU al aire libre;2;5 Cultivos industriales;5
